tweetID,tweet-text,tweet-class
2.64879E+17,"- If your looking to help the thousand of hurricane sandy victims, from donating blood, helping with food &amp;... http://t.co/b7FJsD7S",Medical
2.65102E+17,Red Cross is urging immediate blood donations to support the blood needs of those affected by Hurricane Sandy.... http://t.co/2NLHZwE1,Medical
2.65167E+17,Red Cross is urging immediate blood donations to support the blood needs of those affected by Hurricane #Sandy. http://t.co/GDMrskNM,Medical
2.65239E+17,"In the aftermath of Hurricane Sandy, the @RedCross needs blood donations! Go out and donate today.",Medical
2.65286E+17,RT @KTNV: Volunteers donate blood for hurricane victims http://t.co/8VWWu2C6 #Sandy,Medical
2.65511E+17,Red Cross still looking for blood donations to meet shortage created by Hurricane Sandy http://t.co/0gNRnmVI,Medical
2.64061E+17,Want to help the victims of Hurricane Sandy? @redcross is asking for donations of blood and money. Learn more: http://t.co/gvwOs5g5,Medical
2.62223E+17,RT @CTDPH: Important health information you should know in preparation for Hurricane #Sandy: http://t.co/60ZMuFo3,Medical
2.63456E+17,"great. nice time to explode, appendix. now I can't donate blood for hurricane victims. those of you who can, DONATE BLOOD #redcross #sandy",Medical
2.64231E+17,RT @Mo_datto: Join me to donate blood and non-perishable foods tomorrow at @AmericanU to help victims of Hurricane Sandy!,Medical
2.62903E+17,Hurricane Sandy is already affecting blood supplies as several American Red Cross blood drives have already been... http://t.co/R6QKLFhn,Medical
2.62906E+17,The Red Cross is urging immediate blood and platelet donations in areas unaffected by Hurricane Sandy. http://t.co/qbHECcBT 1-800-RED CROSS,Medical
2.62951E+17,#RedCross is urging immediate blood and platelet donations to support the blood needs of those affected by Hurricane #Sandy.,Medical
2.62976E+17,RT @RedCrossTVR: #RedCross is urging immediate blood and platelet donations to support the blood needs of those affected by Hurricane #S ...,Medical
2.6328E+17,"“The Red Cross is urging immediate blood and platelet donations in areas unaffected by Hurricane Sandy,” said... http://t.co/4e7katmf",Medical
2.63288E+17,Hurricane Sandy impacts blood supply as over 100 blood drives are cancelled.  Donate blood today to help!! http://t.co/rw56AvKL,Medical
2.63312E+17,"Get out and support the Red Cross this week with a blood or platelet donation. Due to Hurricane Sandy, blood products are in very short sup…",Medical
2.63321E+17,"RT @brentwoodhomepg: In the wake of Hurricane Sandy, the American Red Cross is seeking blood donations in areas unaffected by the storm. ...",Medical
2.63351E+17,PLEASE tell @MittRomney that @RedCross want blood donations and cash not cans! #tcot #P2 #cold #freezing #Hurricane #NY #CNN #FISHTAG,Medical
2.63388E+17,@ElevationChurch - blood drives Nov 10/11 at 5 of 7 locations. Hurricane Sandy has seriously interrupted blood supplies in affected areas.,Medical
2.63394E+17,RT @MyFOX9: The American Red Cross is seeking blood donors to help with a shortfall after Hurricane #Sandy. Links + resources: http://t. ...,Medical
2.63396E+17,Red Cross needs blood donors. 300+ blood drives canceled due to hurricane.,Medical
2.63443E+17,Sandy brings need for blood donations: The nation’s blood supply is dipping low. Blame Hurricane Sandy. http://t.co/uD8fgaDs #wichita,Medical
2.63451E+17,http://t.co/ki58Sqsb American Red Cross needs blood and donations for Hurricane Sadny disaster relief! #Sandy,Medical
2.63492E+17,#Romney/Ryan collect donations for victims of #Sandy and ask for donations of blood to #RedCross #Frankenstorm #tcot http://t.co/5rUtbrhf,Medical
2.6352E+17,Over 200 blood drives had to be cancelled this week due to the hurricane. Donate blood ASAP to help those that need it!,Medical
2.63609E+17,"Call for local blood donations, funds for hurricane relief http://t.co/tC5MHjbk",Medical
2.63619E+17,"The American Red Cross is behind on blood donations due to Hurricane Sandy. If you can donate, please call 1-800-RED-CROSS.",Medical
2.6362E+17,"RT @MBInews: The American Red Cross is behind on blood donations due to Hurricane Sandy. If you can donate, please call 1-800-RED-CROSS.",Medical
2.63636E+17,Want to help after the Hurricane #Sandy? One way to help: donate blood. http://t.co/rJRZZVhd,Medical
2.63649E+17,Help us ensure that blood is available in the aftermath of Hurricane Sandy - donate blood today or Thursday at the UNE Bidd Campus Center.,Medical
2.63658E+17,Hurricane Sandy hinders blood and platelet donations - Red Cross urges blood donations in unaffected areas http://t.co/xQBbgqNQ,Medical
2.6373E+17,We started with only a few signed up to donate blood and people are lining up to donate on Halloween! GREAT! #keepitcoming#sandy#hurricane,Medical
2.63765E+17,top news: More blood donations needed in wake of Hurricane Sandy - WCYB: Ghana News AgencyMore blood donations n... http://t.co/5LTuJLTw,Medical
2.63765E+17,More blood donations needed in wake of Hurricane Sandy - WCYB http://t.co/ObuxVA8o #TFB @Kaijzer,Medical
2.63765E+17,More blood donations needed in wake of Hurricane Sandy - WCYB: Ghana News AgencyMore blood donations ne... http://t.co/2X3auPww #GoogleN,Medical
2.63765E+17,More blood donations needed in wake of Hurricane Sandy - WCYB http://t.co/c2PIjm0J #Top News,Medical
2.63792E+17,Due to Hurricane #Sandy the @RedCross needs blood more than ever! Sign up to donate at #CCArts tomorrow here: https://t.co/AhIPUJYn,Medical
2.6389E+17,"Hurricane Sandy has depleted blood supplies, w/ injuries &amp; canceled drives. Find a bank here &amp; donate to save a life http://t.co/NBEEl9PH",Medical
2.64004E+17,The Red Cross is low on blood after Hurricane Sandy. Go here to find donation sites in your zip code:... http://t.co/MBKlAwkE,Medical
2.64006E+17,"@mittromney PLEASE add blood donation stations, cash donations and CAN OPENERS to your Ohio hurricane stop! (at least to shut up the left!)",Medical
2.64024E+17,Red Cross urges blood donations: Hurricane Sandy has forced the cancellation of more than 300 American Red Cross... http://t.co/vV4QtEnA,Medical
2.64043E+17,"Red Cross is asking for blood donations, as Hurricane Sandy is causing a low turnout at drives. http://t.co/GmcTydqF #hcsm #givingback",Medical
2.64078E+17,Hurricane Sandy hinders blood and platelet donations http://t.co/dkTgZtlB,Medical
2.64116E+17,"In the aftermath of Hurricane Sandy, the American Red Cross is urging immediate blood and platelet donations to supp... http://t.co/DPYA9ZMU",Medical
2.64155E+17,#Yankees will sponsor a blood drive to help replenish supplies after Hurricane Sandy on Friday from 10am-4pm at Manhattan's Gotham Hall.,Medical
2.64155E+17,RT @Yankees: #Yankees will sponsor a blood drive to help replenish supplies after Hurricane Sandy on Friday from 10am-4pm at Manhattan's ...,Medical
2.64156E+17,#Yankees will sponsor a blood drive to replenish supplies after Hurricane Sandy on Fri from 10am-4pm at Manhattan's Gotham Hall // awesome.,Medical
2.64156E+17,Red Cross needs blood donations in wake of Sandy: The Red Cross needs people to give blood as Hurricane Sandy ha... http://t.co/FhPGQI2x,Medical
2.64159E+17,#SupportYankees RT @Yankees: #Yankees will sponsor a blood drive to help replenish supplies after Hurricane Sandy on Friday from 10am-4pm at,Medical
2.64164E+17,"#Yankees will sponsor a blood drive to help replenish supplies after Hurricane Sandy on Friday from 10am-4pm at Manhattan's Gotham Hall.""",Medical
2.64194E+17,@stacyeves @yankeespr blood donations are very much needed now because blood drives were cancelled due to the hurricane.,Medical
2.64268E+17,“@Yankees: will sponsor a blood drive to help replenish supplies after Hurricane Sandy on Friday from 10am-4pm at Manhattan's Gotham Hall.”,Medical
2.64369E+17,"@brianblessed already did, gave blood and money to the Red Cross to help victims of Hurricane Sandy. Those poor people and animals!",Medical
2.64384E+17,#Yankees will sponsor a blood drive to help replenish supplies after Hurricane Sandy on Friday from 10am-4pm at Manhattan's Gotham Hall[NYY],Medical
2.64389E+17,Red Cross is urging immediate blood donations to support those affected by Hurricane Sandy. http://t.co/hJdmpSz2 #sandy,Medical
2.64412E+17,"In wake of Hurricane Sandy, Long Island Blood Services will hold emergency blood drives.
Click here for more info: http://t.co/vNgsckt4",Medical
2.64412E+17,"In wake of Hurricane Sandy, the Long Island Blood Services will hold emergency blood drives. Click here for locations: http://t.co/esvlsr6C",Medical
2.64415E+17,Red Cross is urging immediate blood and platelet donations to support the blood needs of those affected by Hurricane Sandy. For more...,Medical
2.64434E+17,Hurricane Sandy hinders blood and platelet donations: Hurricane Sandy has forced the cancellation of approximate... http://t.co/hPss0vxB,Medical
2.64439E+17,Anyone know where to donate blood/time to help with the Hurricane Sandy relief efforts? I'm looking to help but don't know where to go...,Medical
2.64448E+17,There will also be a blood drive. All donations will benefit those affected by Hurricane Sandy!,Medical
2.64467E+17,NYC is in a need of blood donations after Hurricane Sandy. Here's a link to locate a Blood Center or Blood Drive. http://t.co/KbSSSUnM,Medical
2.64495E+17,The American Red Cross needs blood donors to support those affected by Hurricane Sandy. Find where you donate here!  http://t.co/alrIlODO,Medical
2.64496E+17,Hurricane #Sandy has left #pet clinics in desperate need of blood for transfusions and operations. Help if you can! http://t.co/g1yhNO64,Medical
2.64526E+17,@donhudson_tv our company wants to help with a blood drive for hurricane sandy how can we,Medical
2.64572E+17,@chelywright Please remind folks that blood donations are badly needed because of hurricane Sandy. http://t.co/P32uVvng,Medical
2.64573E+17,RT @Lann88: @crystalchappell Please remind folks that blood donations are badly needed because of hurricane Sandy. http://t.co/P32uVvng,Medical
2.64817E+17,Red Cross Desperate for Donations: Hurricane Sandy has left the Red Cross desperate for blood and platelet donations. http://t.co/x64jcOsB,Medical
2.64821E+17,RT @News_8: Red Cross Desperate for Donations: Hurricane Sandy has left the Red Cross desperate for blood and platelet donations. http:/ ...,Medical
2.64824E+17,The American Red Cross is urging blood donors to help with the shortfall caused by Hurricane Sandy.  Hurricane... http://t.co/TNCU4QkX,Medical
2.65226E+17,"#RT ""The @RedCross is experiencing shortfall of blood donations ""Hurricane SANDY"" 1-800-RED-CROSS or visit http://t.co/HiHyX9ax"" #GOP #LGBT",Medical
2.65229E+17,"RT @Grandma_Storm: #RT ""The @RedCross is experiencing shortfall of blood donations ""Hurricane SANDY"" 1-800-RED-CROSS or visit http://t.c ...",Medical
2.65291E+17,Red Cross faces blood shortfall after Hurricane Sandy! Find out how YOU can help! http://t.co/XYfrFqpa,Medical
2.65472E+17,Red Cross is urging immediate blood and platelet donations to support the blood needs of those affected by Hurricane S…http://t.co/CZrrMMqw,Medical
2.65506E+17,The Red Cross urges blood and platelet donations to support those affected by Hurricane Sandy: http://t.co/UHwNUIaU @RedCross,Medical
2.65508E+17,RT @GWService: Donate blood tomorrow for the #GWU Hurricane Sandy Relief Blood Drive. Location: Marvin Center from 10-4pm.... http://t.c ...,Medical
2.65512E+17,RT @biolitestove: Red Cross still looking for blood donations to meet shortage created by Hurricane Sandy http://t.co/0gNRnmVI,Medical
2.63426E+17,"From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/4fBtrAuG",Medical
2.63437E+17,"RT @cleolinda: RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/gr5XR5C8",Medical
2.64814E+17,Hundreds of American Red Cross donor centers are still not open after Hurricane Sandy. The Red Cross is asking all eligible donors to give.,Medical
2.64079E+17,Hurricane #Sandy cancels 300 blood drives: How you can help http://t.co/nAMxj1j0,Medical
2.64808E+17,Come down to 310 East 67th Street to donate blood for Hurricane Sandy relief! We're here until 9PM!,Medical
2.64435E+17,RT @RaeFulkerson: Red Cross to hold large blood drive in Syracuse for Hurricane Sandy relief http://t.co/IJibDVdi via @CNYCentral,Medical
2.64751E+17,#Mobile Mobile-based medical team aiding Hurricane Sandy relief efforts - http://t.co/qNUy5RU9 (blog...  http://t.co/I70FbUsq,Medical
2.64531E+17,@_shessobri im donating 2 pints of blood next week for hurricane sandy lol,Medical
2.64418E+17,Please consider giving blood as the Hurricane has forced the cancellation of more than 240 American Red Cross... http://t.co/KsyERrdm,Medical
2.6559E+17,Yankees co-sponsor blood drive for hurricane relief http://t.co/ksfg3Dut #DonateBlood #Sandy #DonateLife,Medical
2.65764E+17,American Red Cross calls for blood donations in Hurricane Sandy's wake http://t.co/VkYmXusm,Medical
2.65624E+17,Veterinary Help for Hurricane Sandy Victims http://t.co/1WXtUUhU via @sharethis,Medical
2.63312E+17,"Get out and support the Red Cross this week with a blood or platelet donation. Due to Hurricane Sandy, blood products are in very short sup…",Medical
2.65167E+17,Red Cross is urging immediate blood donations to support the blood needs of those affected by Hurricane #Sandy. http://t.co/GDMrskNM,Medical
2.63397E+17,RT @PublicityHound: Red Cross needs blood donors. 300+ blood drives canceled due to hurricane.,Medical
2.64022E+17,GIVE: @thredup launches platform that lets you sell outgrown kids clothes to benefit Hurricane Sandy relief efforts http://t.co/5ELtuVUX,Money
2.64126E+17,"Go to http://t.co/zw3htqyn...to donate your time, money, or clothes to those affected  by the Hurricane",Money
2.6423E+17,Sell your clothes and help raise funds for victims of Hurricane #Sandy: http://t.co/35qFS4vP,Money
2.64232E+17,RT @JsEverydayFash: Sell your clothes and help raise funds for victims of Hurricane #Sandy: http://t.co/35qFS4vP,Money
2.64579E+17,"Just donated $130 to Hurricane Sandy Disaster Relief to help with meals, shelters, clothing, and rebuilding homes.",Money
2.65216E+17,Help us raise money for our friends and victims of Hurricane #Sandy- sign up for our FREE class this Friday at 7:45 under EVENTS!,Money
2.63907E+17,"RT @chaz1944: .

You See Victims,Romney Smells Opportunity: Mitt bought $5k food for people to “donate”to his phony Hurricane rally ht ...",Money
2.64871E+17,"@hitRECordJoe Text TURKEY to 50555 and donate $5.00 to Citymeals, who provide food for the hurricane victims in NY. #SandyRelief",Money
2.64941E+17,"RT @JenniferSafara: If u or anyone needs it $300 food benefits for Hurricane Sandy victims, pass on info 800-621-3362. Anyone need anything?",Money
2.65162E+17,Looking for a way to donate $$ or food for hurricane relief in NYC? Try http://t.co/NbqUfqSR,Money
2.6556E+17,"The UMSBC needs YOUR help to support those affected by Hurricane Sandy

Make a donation of money, cans of food,... http://t.co/SIvq993q",Money
2.6328E+17,"“The Red Cross is urging immediate blood and platelet donations in areas unaffected by Hurricane Sandy,” said Todd... http://t.co/2DuRjOTf",Money
2.63296E+17,Red Cross seeks donations of money and blood for victims of Hurricane Sandy http://t.co/bM2YruUv #sandy,Money
2.63346E+17,Text REDCROSS to 90999 to donate to help those affected by Hurricane Sandy. Local chapters also looking for blood donations.,Money
2.63424E+17,"Okay, legit ? here. What's the best way for west coasters to help with #frankenstorm? I've heard $$ isn't the best? blood donations? food?",Money
2.63635E+17,#romneycould collect donations for the victims of Hurricane #Sandy and MSM would complain the Red Cross needs blood and money.  ..  oh wait,Money
2.63667E+17,"to please visit the American Red Cross website and see how you can help after Hurricane Sandy. Donate blood, money, or time. Please help!!!!",Money
2.63679E+17,Good advice re donating $ and blood banks. “@whitehouse: How to Help the Survivors of Hurricane #Sandy: http://t.co/dwRUeFmy”,Money
2.6378E+17,RT @ICFI: Looking for ways to help the survivors of #Hurricane #Sandy? @FEMA suggests donating money and/or blood to @RedCross: http://t ...,Money
2.63853E+17,"""@StephenAtHome: Help victims of Hurricane Sandy. Go to http://t.co/qshFOrcn or, to donate $10, text REDCROSS to 90999."" Give blood, too",Money
2.64409E+17,"There are MANY ways to help the victims of Hurricane Sandy. You can donate $, your time, and the Red Cross is in need of blood donations.",Money
2.64541E+17,"Red Cross seeks money, blood donations after Hurricane Sandy
http://t.co/8Feze6QB",Money
2.64551E+17,"Red Cross seeks money, blood donations after Hurricane Sandy http://t.co/GHpqZ2TB #hrsandy",Money
2.65192E+17,If you can afford to help Hurricane Sandy victims go to http://t.co/jeACuoQJ they need money or blood donations.,Money
2.65214E+17,The best way to help survivors of Hurricane #Sandy is by donating money &amp; giving blood. Find ways to help: http://t.co/APsW0BCw,Money
2.63293E+17,"Do people realize how IDIOTIC they sound when they say shit like ""I wonder if Haiti will donate money to America for hurricane relief""?",Money
2.63392E+17,That hateful bastard @MittRomney had the gall to suspend his campaign to raise money and supplies for victims of hurricane #Sandy! #RACIST!,Money
2.63474E+17,Find it sad that politics would rather raise money to sling mud at each other instead of raising money to help problems like Hurricane sandy,Money
2.6372E+17,"@SimonCowell Hi Simon how about organising big Pop concert in NY for the Hurricane Victims to raise money,for East Coast! Britney,1D etc??",Money
2.63807E+17,"BC/EFA is giving donated money to hurricane relief for our area!! Please, everyone donate!! #fallisawesome",Money
2.63834E+17,We need better infrastructure. You want to live on the water you have to build for it. We need more money for hurricane research. #Sandy,Money
2.64189E+17,@LeChatCramoise Give half of my weekly money to the people who have suffered through Hurricane Sandy.,Money
2.64189E+17,@joejonas @nickjonas @kevinjonas yall should do a charity concert in nj to help raise money for repairs to places damaged by the hurricane,Money
2.64216E+17,La Palmera Cares! Help the American Red Cross raise money for Hurricane Sandy relief efforts. Donate now using... http://t.co/OVuzC4AS,Money
2.64238E+17,I'm raising money for Help me recover from Hurricane Sandy. Click to Donate: http://t.co/wcG9Oa13 #gofundme,Money
2.64369E+17,"@brianblessed already did, gave blood and money to the Red Cross to help victims of Hurricane Sandy. Those poor people and animals!",Money
2.64395E+17,RT @alexis__smith: Donate money to the Hurricane Sandy relief in honor of Rea here 💛💛💛 http://t.co/hfb9eReU,Money
2.64406E+17,I'm running the 5 boroughs on Sunday and raising money for Hurricane Sandy relief efforts. http://t.co/x0JXxnLi,Money
2.64419E+17,Please make a 10$ donation to Hurricane Sandy victims its very little but will make a HUGE difference for a family http://t.co/1bz2mKbn,Money
2.64456E+17,Hurricane Sandy relief benefit concert on TONIGHT at 8/7c on #NBC! Help raise money for @RedCross! #SandyHelp,Money
2.64479E+17,Hurricane Sandy relief benefit concert TONIGHT at 8pm ET on @StyleNetwork. Tune-in and help raise money for @RedCross! #SandyHelp,Money
2.64494E+17,Hurricane Sandy relief benefit concert 2night on @nbc at 8pm EST... Let's help raise money 4 @Redcross &amp;all those affected #couldhavebeenyou,Money
2.64515E+17,Hurricane #Sandy relief benefit concert begins at 8 p.m. ET on the @NBCSN or @NBC. The concert helps raise money for @RedCross. #SandyHelp,Money
2.64518E+17,EAST COAST! Tune-in to E! NOW to help Hurricane Sandy relief.  Help raise money for @RedCross! #SandyHelp http://t.co/ocAL8jZx,Money
2.6452E+17,@ladygaga there is an hour long special on TV right now called Hurricane Sandy: Coming Together. Its to raise money for relief efforts.,Money
2.6452E+17,Big thanks to those who are performing in Hurricane Sandy:Coming together to raise money for those in need. #SandyHelp.,Money
2.64522E+17,hurricane sandy coming together on tv now. #sandyhelp is raising money for my neighbors. Please help if you can.,Money
2.6453E+17,Watching this benefit on tv to raise money for hurricane sandy victims makes me ashamed for treating it as a joke like so many others did..,Money
2.64534E+17,"Txt: REDCROSS to 90999 to donate $10
Please help the people of NY &amp; NJ affected by Hurricane Sandy.... http://t.co/1DFYBS0H",Money
2.64538E+17,"Already did! RT @johngleon: @HorseCawk please RT, text REDCROSS to 90999 to make a 10$ donation to hurricane Sandy victims, THANK YOU.",Money
2.64543E+17,Text REDCROSS to 90999 to make a 10$ donation to hurricane Sandy victims.,Money
2.6455E+17,"RT @johngleon: @Carlafacciolo  did you RT yet??please RT, text REDCROSS to 90999 to make a 10$ donation to hurricane Sandy victims,, THA ...",Money
2.64559E+17,RT @DonnaBanach: Hurricane Sandy relief benefit concert  @nbc – 8pm ET. Please help raise money for @RedCross! #SandyHelp,Money
2.64563E+17,Romney should pull remaining ads.   Donate money for hurricane relief.  strong message to all voters about priorities,Money
2.64781E+17,"Feel great, donated money to the Redcross for the Hurricane Sandy disaster in NY/NJ. Making a difference one day at a time.",Money
2.64792E+17,Come watch @itsOCELOT as he does a 25 hour stream to raise money for the victims of Hurricane Sandy http://t.co/qKGG9vgD,Money
2.648E+17,@ShaneVictorino people in my town have died from Hurricane Sandy donate money to help those in need and please retweet It would mean a lot,Money
2.64821E+17,@ericbolling Is it true you were bashing NBC for raising money for hurricane victims. Say you aren't THAT BIG an asshole.,Money
2.64886E+17,Does anyone know if the website http://t.co/Hd1zJIN9 really donates the money for the hurricane sandy relief clothing?,Money
2.6491E+17,Does anyone know if there are holiday cards to raise money for hurricane sandy victims?,Money
2.64977E+17,Plz make a donation to help out the victims of hurricane Sandy. I made my part my donating $5. Visit http://t.co/aGNJ1uIu,Money
2.65079E+17,Fellow Foodies: I'd like to organize a bake sale / food event to raise money for hurricane victims. Who can assist? #helpsi,Money
2.65136E+17,"Raise money for hurricane relief. Help any way you can. Donate all sorts of things. Help restore this studio.

http://t.co/8N7nctrF",Money
2.65148E+17,"the last team we just played, Carolina Comets, has donated money to the Red Cross to support in Hurricane Sandy relief. #JerseyStrong",Money
2.65203E+17,Everyone should go to the @hearttoheartCA show at Broadway. Sick band far from home and money being raised for hurricane relief. Get there!,Money
2.65213E+17,The wind ensemble will be having a bake sale on Tuesday during the election to raise money for Hurricane Sandy victims @ou_scoop,Money
2.65248E+17,@justinbieber Our school is donating/Raising  money for the hurricane sandy Foundation,Money
2.65265E+17,@cheech4370 I was on the road listening to the finish. It was exciting.ax points and max money for hurricane Sandy victims #Awesome,Money
2.65297E+17,RT @jehrrickkkk: I will twerk for donation money to help those who were impacted by Hurricane Sandy!,Money
2.65332E+17,"RT @KeepitLowKey_: Why they asking us to donate to the Red Cross from the hurricane. Celebrities make money for blinking, they can donat ...",Money
2.65446E+17,FREE money to purchase supplies for Hurricane Sandy victims...please spread the word! http://t.co/8zps7HKS,Money
2.65466E+17,"RT @neiaredcross: Disney and ABC will launch a “Day of Giving” Monday, Nov. 5 to raise money for hurricane Sandy relief http://t.co/OPincKhs",Money
2.65479E+17,"RT @noyokono at @IdleHandsBar, let me know. Hoping to use the event to raise money for Hurricane Sandy relief. (2/2)",Money
2.65524E+17,Disney &amp; ABC are calling today a “Day of Giving” to raise money for hurricane relief efforts. Go to http://t.co/Ajaxh5Am to donate now!,Money
2.63297E+17,"Instead of donating to Obama's campaign, throw some money to local animal shelters in areas affected by Hurricane Sandy.",Money
2.64533E+17,anyone wants to donate $ to help give supplies to shelters &amp; families from effects of hurricane sandy please let me kno! #hurricaneSandy,Money
2.62232E+17,Just got a call saying hurricane sandy could cause loss of power for for 7 to 10 days #fuckyousandy,Money
2.62363E+17,Hurricane ain't got shit on me. #bringit,Money
2.62408E+17,"Here comes the sun, here comes the rain staring in the eye of the hurricane. #hurricane",Money
2.64536E+17,"@MarioLopezExtra please RT, text REDCROSS to 90999 to make a 10$ donation to hurricane Sandy victims,, THANK YOU Mario.",Money
2.6397E+17,@TheMikeBagley to raise $ or food/supplies for hurricane Sandy victims,Money
2.64037E+17,"RT @svuceline: Still looking to help out with Hurricane Sandy relief? Here are more ways to donate money, food, clothes, and time: http: ...",Money
2.64231E+17,Alhamdullilah we have collected close to $700 in just a few hours for food for the victims of hurricane Sandy.... http://t.co/TT8J1uHu,Money
2.64472E+17,RT @devourNYC: City Harvest is taking cash donations &amp; un-used food to help feed hungry NY'ers after hurricane #Sandy Donate here! h ...,Money
2.64887E+17,"Donating 10% of sales this weekend to hurricane relief efforts, starting with food to Red Hook, puzzle books to shelter residents and more.",Money
2.63312E+17,"For those who can please go donate $$ , time and blood to help those who were affected by  Hurricane Sandy.",Money
2.63321E+17,The Red Cross needs donations of blood and money to help victims of Hurricane Sandy.  Details on 570 KLIF.,Money
2.6365E+17,I really hope everyone is donating 10$ or at least giving blood to the hurricane #Sandy victims! They need your help. #shupcm485,Money
2.63808E+17,Looking for ways to help the survivors of #Hurricane #Sandy? @fema suggests donating money and/or blood to @RedCross: http://t.co/PyfEvR0e,Money
2.633E+17,@realDonaldTrump how about instead contributing to society in a positive way by giving money to help those struggling b/c of the hurricane?,Money
2.63317E+17,Obama's twitter acct = ONE disaster message about donating money to Red Cross + ONE personal msg to those effected #sandy #frankenstorm,Money
2.63359E+17,Martin Truex Jr. has family in NJ affected by Hurricane #Sandy. He's raising money for relief efforts in area thru http://t.co/HQKhH6NA.,Money
2.6341E+17,RT @brittany_pag: @AllHands is an amazing organization and I really want to raise money for hurricane Sandy relief. Donate today! https: ...,Money
2.63411E+17,@WakaFlockaBSM are you giving money to support the families affected by hurricane sandy?,Money
2.6346E+17,Text 90999 to send money to the Red Cross to support relief efforts for things like Hurricane Sandy. #maddow,Money
2.63474E+17,@Nate_Berkus Would you have a raffle or benefit of some kind to help raise money for Hurricane Sandy victims?,Money
2.63635E+17,@TheEllenShow hi ellen please read my email. im from jersey trying to find a way to raise money for all effected by hurricane sandy,Money
2.63687E+17,The talent show at school 2day was to raise money for the Hurricane Sandy victims. We just donated. (cont) http://t.co/n32Dpn5a,Money
2.63695E+17,"RT @LoHudYankees: Yankees to donate $500,000 to Hurricane Sandy relief http://t.co/dq15rnuS #yankees",Money
2.63697E+17,"RT @CNBCSportsBiz: New York Yankees to donate $500,000 to Hurricane #Sandy relief efforts in Tri-State area.",Money
2.63719E+17,#SalemMA Chamber of Commerce attempts to raise money for victims of Hurricane Sandy http://t.co/V2o7RkXl via @BostonDotCom,Money
2.63785E+17,Please join us on November 13th to raise money for those that are suffering from the devastation of hurricane... http://t.co/42L6Zqoo,Money
2.63815E+17,A fellow teammate of mine is trying to raise money for his hometown that was destroyed by hurricane sandy. I http://t.co/1Y0x5O4j,Money
2.63828E+17,#Philes we always raise money for causes. Good causes. In wake of Hurricane Sandy are any....,Money
2.63971E+17,"The Yankees are donating $500,000 to Ny for Hurricane Sandy relief. What the article left out was that money is only pocket change #jerkmove",Money
2.63996E+17,@deltagamma our @DeltaGamma_NKU chapter is trying to figure out ways to raise money for the Hurricane Sandy victims -- any ideas?!,Money
2.64036E+17,@realDonaldTrump please donate money instead to Hurricane Sandy victims.,Money
2.64055E+17,Putting together a drive here in Texas to get essentials for all those who lost everything to Hurricane sandy &amp;raising money with red cross!,Money
2.64082E+17,If you want to help by donating money for the hurricane disaster UMCOR Advance #3021787 you can send your... http://t.co/71S8S41j,Money
2.641E+17,NFL is donating $1mill to the victims of the hurricane. Maybe all those broke retired players should flood their basements to get some money,Money
2.64103E+17,Head on over to http://t.co/2OfQPKq5 and donate $$$ to help feed thouse affected by the hurricane Sandy #operationbbqcares,Money
2.64104E+17,The #Athletics have announced that their community fund will be helping raise money for the victims of Hurricane Sandy.,Money
2.64105E+17,"Billy Joel, Bruce &amp; Jon Bon Jovi to raise money for #Hurricane #Sandy victims with concert http://t.co/wDIAIFBs",Money
2.64139E+17,How do you donate money or clothes to the Red Cross for the victims of Hurricane Sandy? #AskTwitter,Money
2.64151E+17,Would love to see some big beauty brands working with bloggers and customers to raise money for those affected by Hurricane Sandy!,Money
2.64294E+17,Hurricane Sandy Relief Bundle - 100% of the money from this bundle will be donated to the The American Red Cross. http://t.co/BodqTQMm,Money
2.64386E+17,RT @CK_Hallman5: @PartyCabSC  #SandstormforSandy on Greene from 11-3 to raise money for victims of hurricane sandy! Come help us out,Money
2.64411E+17,You can donate money to Hurricane Sandy relief efforts in iTunes: http://t.co/D66uPbqw via @billboardbiz,Money
2.64413E+17,Help raise money for the Hurricane Sandy Relief effort. (All you have to do is drink beer.) http://t.co/HGZwsMQf,Money
2.64418E+17,@VidaGuerra maybe we can do a charity event to raise money for the hurricane sandy effected communities? #RunCentralPark,Money
2.64427E+17,". @HailoNYC is supporting the @RedCross hurricane relief efforts and will match your donation up to $10,000. http://t.co/jkIdbVOh",Money
2.64434E+17,An @RTDNA staffer is raising money for hurricane #Sandy relief in Staten Island. Read about it: http://t.co/qf2Okj4m,Money
2.64463E+17,"We will simulcast the @nbc benefit telethon ""Hurricane Sandy: Coming Together"" tonight at 8 p.m. Help raise money for @RedCross! #SandyHelp",Money
2.64475E+17,RT @marriedtojonas: Tune-in to E! at 8/7c for the Hurricane Sandy relief benefit concert! Help raise money for @RedCross! #SandyHelp htt ...,Money
2.64482E+17,RT @monica_nelson: Bruuuuucccceee!! And Bon Jovi will be performing on NBC tonight to raise money for the victims of Hurricane Sandy,Money
2.64489E+17,Hurricane Sandy relief benefit concert on tonight @NBC – 8pm ET. Help raise money for @RedCross! #Sandy,Money
2.64493E+17,@shapsio @phish can we get a new release to raise money for the hurricane victims?,Money
2.64518E+17,"Watching ""Hurricane Sandy:Coming Together"" on NBC. Raising money for those affected by Hurricane Sandy.  Go Christina Aguilera! #SandyHelp",Money
