,Unnamed: 0,tweetID,tweet-text,tweet-class
815,815,265543384805019649,and to justify for romney campaigning while obama went to help hurricane victims was b/c it will make him look bad and hes not president tf?,not_excl
816,816,265563096809095169,Historic Hotel Bethlehem would like to toast to all of those affected by Hurricane Sandy and wish them a quick... http://t.co/yVJG23eo,not_excl
817,817,265565124113354752,"If Hurricane Sandy has caused confusion on where to vote text ""WHERE"" to 877877 for your polling location. Polls will be open from 6a to 8p",not_excl
818,818,265634963007889408,"@realDonaldTrump just think Obama could have had $5,000,000.00 to donate to hurricane Sandy victims had he taken your challenge..",not_excl
819,819,265640708390649856,"Staten Island Official: Hurricane Sandy Victims Will Rebuild After Red Cross Is 'Too Little, Too Late' http://t.co/Rw6JYMEU",not_excl
820,820,265645065593053184,Just thought the TV told me to txt Rick Ross for hurricane relief.. (It was actually Red Cross) #Sandy,not_excl
821,821,265692930260471808,&lt;em&gt;Mob Wives&lt;/em&gt; Star Crashes Hurricane Sandy Relief Effort http://t.co/UDRReIfk via @newyorkobserver,not_excl
822,822,265760717435711488,Nothing else matters today except Vote Obama+ Hurricane relief efforts. God bless America. #Vote today.,not_excl
823,823,265846629658161152,Happy Election Day! Looking for Poll Site Changes Post Hurricane Sandy? Text NYCVOTES to 877-877 &amp; find your new site: http://t.co/Ln5uRrbx,not_excl
824,824,263308597692338176,"Trick-or-treat time has been postponed until Saturday, Nov. 3 from 3 to 5 p.m. in the City of #EastonPA. #Sandy #Frankenstorm",not_excl
825,825,264528000039653377,"RT @GottaLaff: Miss this? VIDEO: Glad you’re amused, Mitt, but climate change isn’t funny. Ask Hurricane Sandy victims. http://t.co/Fc5h ...",not_excl
826,826,264078105000423425,@sammyhagar #rock #music Sammy Hagar’s Atlantic City bar damaged by Hurricane Sandy - today @ hennemusic http://t.co/wBAUbXc5,not_excl
827,827,265391209315450881,"$36.5 trillion of ""securities"" flood damaged by Hurricane Sandy - BFCSA Home http://t.co/BwIJV0fR",not_excl
828,828,265627816811450368,Getting down to business w Hurricane #sandy relief - @toryjohnson http://t.co/jQoZjOh5,not_excl
829,829,264815762399711232,"Hurricane Sandy caused the cancellation of hundreds of Red Cross blood drives, resulting in a shortage of blood... http://t.co/gUiCGsaF",not_excl
830,830,263427490406617088,To have Brownie of Katrina fame criticize hurricane relief efforts is ludicrous.,not_excl
831,831,263303686606946304,RT @fullernews: Join the Fuller Community today at 10:00 a.m. in the prayer garden as we pray for those affected by Hurricane Sandy.,not_excl
832,832,263360409006911488,To our Twitter Family As Hurricane Sandy passes us we would like to express warm wishes to everyone. We Pray that you are all safe.,not_excl
833,833,264107614718283776,"GO2 Cares Hurricane Sandy Relief: Report from Steve Galegor, Jr.: Here is a report from Steve Galegor, Jr. who w... http://t.co/sy3Ud6iA",not_excl
834,834,265761452487503872,Inspirerend: hurricane sandy relief t-shirt - I still love NY by sebastian errazuriz http://t.co/l4YOLW3c,not_excl
835,835,263488544092336129,Use caution when responding to Hurricane Sandy relief requests: As the massive storm hitting the eas... http://t.co/c7GMqSxT #cincinatti,not_excl
836,836,264131007479959552,Hurricane Sandy Relief Efforts http://t.co/dlzjWs0c,not_excl
837,837,262893718980403200,Hope everyone is staying safe today!  Click here to download the Red Cross Hurricane app:  http://t.co/9xIHYasb,not_excl
838,838,264898027553165312,Psalm 89 Subdue the Storm Tossed Waves T-shirts: Support for victims of Hurricane Sandy.  R... http://t.co/m7ukyBFL #bible #gift #design,not_excl
839,839,262874478000881664,"Hello my fellow Allentown Residents

As we brace for Hurricane Sandy, the City would like to remind everyone to... http://t.co/xhqAiZUV",not_excl
840,840,262853952385720320,"RT @CruiseNorwegian: NYC port is closed, therefore; Norwegian Gem's embarkation will be delayed due to Hurricane Sandy. Visit http://t.c ...",not_excl
841,841,263469799257026560,#pause Did anyone hear Romney's response to the hurricane?! He told people to donate canned food and the Red Cross isn't even accepting food,not_excl
842,842,264520902987886592,"Watching the hurricane sandy relief concert thingy thang, pretty neat #sandyhelp",not_excl
843,843,262270770846261248,"Frankenstorm Update:  October 27, 2012, 3:00 PM EST http://t.co/OKx3A8JV",not_excl
844,844,263374154236039169,#southflorida Portion Of Deerfield Pier Damaged By Hurricane Sandy Reopens Wed. http://t.co/iopoZKF3  #broward #miami,not_excl
845,845,263090517577957378,"1900 to hurricane sandy , please allow me to skip school .",not_excl
846,846,263040021039288321,Lord watch over the people in that are or will be damaged by hurricane Sandy!...,not_excl
847,847,265599098483261440,"Report: 16 Fisker Karmas Burn Following Hurricane Sandy:    
 Posted on 11.5.2012 17:00 
     by
     ... http://t.co/V7QQ0vzr #TopSpeed",not_excl
848,848,264822206889091072,Has Donald Trump donated anything to the Hurricane Sandy relief efforts?,not_excl
849,849,263446543716196353,"IMPORTANT: Hurricane Sandy Update (10/30 9:00 PM)

The Center will be closed Wednesday, October 31, due to power... http://t.co/TSmcpwlE",not_excl
850,850,265898238622707712,"#DailyNews Hurricane Sandy Relief, Combat Writer’s Block, and More http://t.co/p6IhzLGe",not_excl
851,851,263428565616451585,"Worry about hurricane #Obama not #sandy from 1960 to 2010, entitlements exploded from 28% to 66% of fed spending: http://t.co/xjnA1TBJ",not_excl
852,852,264514598605058050,"Just Got a 24 hour standby notice, for hurricane relief in NYC",not_excl
853,853,263752291427966976,"IMPORTANT: Hurricane Sandy Update (10/31 5:15 PM)

Power has been restored and the Center will be open at 5PM... http://t.co/FR46bDOS",not_excl
854,854,265125867125080064,"RT @LEFTH00K: Hey STATEN ISLAND, We all know the MEDIA won't report OBAMA'S FAILURE to help HURRICANE SANDY victims so we are doing it f ...",not_excl
855,855,263670218168102912,RT @RogerPielkeJr: Using Hurricane Sandy to focus policy debate on carbon emissions is just like Dick Cheney using 9/11 to focus policy  ...,not_excl
856,856,264367186699763713,@ACPressACnews would someone from your newspaper would like to come on and talk about the hurricane?,not_excl
857,857,263693506642604033,"RT @thedailyjournal: #Bridgeton says new trick-or-treat hours in the city are 4 to 7 pm Monday, Nov 5 #SandyNJ #frankenstorm",not_excl
858,858,263281180516970496,USA Today Cruise line islands damaged by Hurricane Sandy: Several cruise lines are reporting Sandy... http://t.co/ZI1cIZBc #travel #news,not_excl
859,859,264432893173039104,#RI Political Candidate Cuts Campaign Short To Help Hurricane Victims -  http://t.co/vacIhkS5,not_excl
860,860,263317608055570432,"Bollywood prays for Hurricane Sandy victims
http://t.co/KPpmbxHb",not_excl
861,861,264419335810998272,Obama's union thug buddies won't let non-union volunteers help with Hurricane Sandy relief... only in Obama's America....,not_excl
862,862,265531147335913472,@justinbieber yo biebs did u donate to hurricane relief.  u have a responsibility dude.  i know ur canadian tho so i wont ask if ur voting.,not_excl
863,863,263139586425896960,"Goodmorning frends,pls pray for victims of hurricane sandy.GOD guide &amp; protect them all in Ny n Nj",not_excl
864,864,265308115304595456,Its a good thing America has organizations like this to help the victims of hurricane Sandy #uncov http://t.co/fSbmAScq,not_excl
865,865,263021435130347520,RT @RepBrianHiggins: Joining @markpoloncarz and @repkathyhochul for hurricane #Sandy update http://t.co/cTQz3tdR,not_excl
866,866,263076195334238209,"RT @PJs_Pub: CHESTER COUNTY: HURRICANE #SANDY SHELTERS IN THE AREA ARE LOCATED AT:

AVON GROVE HIGH SCHOOL 
257 STATE ROAD... http://t.c ...",not_excl
867,867,263382168124928000,"#Romney's privatized FEMA plan:

1. Hurricane slams Mississippi
2. Gov calls Acme Rescue, gets recording
3. ""pls dep $1,000,000,000"" 2 cont.",not_excl
868,868,262877120571781120,Romney does not want Federal assistance for victims of the hurricane http://t.co/ahG342uw,not_excl
869,869,265122398993530880,House damaged by Hurricane Sandy #amazing http://t.co/7tuc4rqS,not_excl
870,870,264124779085328385,Photo: gawkercom: President Obama comforts a woman in New Jersey whose marina was damaged by Hurricane... http://t.co/EwPPXAdm,not_excl
871,871,263311011375878144,RT @BluegrassPundit: Idea for Obama: Take Donald Trumps $5 million and donate it to hurricane Sandy victims http://t.co/eB5TrywD #tcot #gop,not_excl
872,872,264789264422813696,If we as Christians haven't done one thing to help the people devastated by the hurricane then shame on us.  #noexcuse,not_excl
873,873,265516843635208192,Hurricane Sandy: officials race to help victims as new storm approaches http://t.co/zwVLesY1,not_excl
874,874,262655551790542848,"""@jeannie_poo: All these hurricane names are girl names. Pussy is power! ✊💃""",not_excl
875,875,262235679470260224,RT @rosadelauro: For latest info on Hurricane #Sandy visit http://t.co/or3Qq5lh. Every1 please keep updated on weather reports and be pr ...,not_excl
876,876,264016370365239298,New blogpost: Hurricane Sandy Relief http://t.co/8TgP3itS,not_excl
877,877,262266478726877185,"That would be snow approaching/exceeding 2 ft. in W.VA. 5 to 8"" of rain over a large area. #Frankenstorm",not_excl
878,878,265603552737648641,"RT @FiOS1NewsNJ: For non-emergency hurricane Sandy info: NY - (888) 769-7243, Nassau County - (888) 684-4274, Suffolk County - (631) 852 ...",not_excl
879,879,265116285837406209,Cruise line islands damaged by Hurricane Sandy - http://t.co/l1r1sxR0,not_excl
880,880,265637310870196225,RT @taxrates: Tax Relief for Hurricane Sandy Victims http://t.co/RptdtRT0 List of states and agencies offering tax relief,not_excl
881,881,263349311591567361,RT @RexHuppke: BREAKING: Donald Trump will donate $5 million to hurricane relief effort if everyone admits Hurricane Sandy started in Kenya,not_excl
882,882,263398931248074752,Follow NYC Service to learn how to help hurricane recovery efforts for NYC (all boroughs and SI)  #sandypets http://t.co/RI8C9IdQ,not_excl
883,883,265449216422318082,#WhatsTrending: @TheJettyLife for hurricane relief + @AmericanApparel scarf + @InternSushi for all college students http://t.co/YUFa676t,not_excl
884,884,265589620639690752,Preston Bailey discusses Hurricane Sandy relief efforts. http://t.co/ZXT0C2eN,not_excl
885,885,263600452296376321,Can a hashtag convince @realDonaldTrump to donate to hurricane relief? http://t.co/U1HuilTg #thanksdonald! (via @dailydot) Probably not,not_excl
886,886,264539033907122176,RT @BaltimorePolice: Thousands still wo power &amp; many are homeless from Hurricane #Sandy Visit http://t.co/yiMlAXYR on ways to help N ...,not_excl
887,887,264439173056958464,"RT @SeptemberStorm: If just the top 10 players in the #NFL donated 50k to the hurricane relief funds there would be 15,000,000 to help.  ...",not_excl
888,888,263462787399966720,Is this Disney acquisition of Lucasfilm a strange hurricane fever dream? A new film every 2 to 3 years?? I'm terrified and a little excited.,not_excl
889,889,264006417080541185,That would go a long way to help the hurricane families out! RT @realDonaldTrump: It's 10 AM: Two (cont) http://t.co/N198REst,not_excl
890,890,266284912003383299,Hurricane Sandy Relief - Far Rockaway http://t.co/btXCnh5e #midufinga #ff #sk,not_excl
891,891,264523583966044160,"""Barack obama does not care about white people!""--steven tyler, 2012 Hurricane Sandy relief telethon",not_excl
892,892,264026617591001088,I feel like maybe some east coast bands could offer some kind of merch deal to help fund hurricane sandy relief?,not_excl
893,893,263790837748625408,Wednesday's Daily Brief: Hurricane Sandy Relief Efforts Begin http://t.co/o2oBN829,not_excl
894,894,262941893976014849,Looking for tags for #sandy ? Check out http://t.co/akOsCeOG and see hash tags in a geographic format!!  #Northeast #hurricane,not_excl
895,895,265763654929100800,"Hurricane Sandy Relief -- No Matter Your Thoughts on the Occupy Movement, OCCUPY SANDY Has Been the Most Effe… http://t.co/uGvaxMJV",not_excl
896,896,265508711877976065,ATTN TRISTATE! Please text WHERE to 877877 to find out if your polling place has changed due to Hurricane Sandy. #Vote,not_excl
897,897,263319631371059201,"NJ Transit: System has experienced ""unprecedented devastation"" in wake of Hurricane #Sandy. Visit http://t.co/lfEQpDvs for service updates.",not_excl
898,898,262655618022780928,#Cuomo: #NY #Subway to #Close at 7 P.M. Sunday - 10/28/12 http://t.co/dj20F0qJ #frankenstorm #sandy,not_excl
899,899,264557916969922560,So did the powers that be arrange that the Knicks clap the Heat like that for hurricane sandy relief?,not_excl
900,900,264043147435315201,Good now give the 5 million to hurricane relief efforts you dope. RT @realDonaldTrump: President Obama missed the deadline!,not_excl
901,901,264633793128828928,@FisolaNYDN other then hyperbole what have you donated to the hurricane Sandy victims?,not_excl
902,902,263281996820779009,"@realDonaldTrump After Noon, Thursday, if still not claimed, would you consider contributing to #Hurricane #Sandy relief efforts?",not_excl
903,903,263423222748426242,@StJohnsU will close on 10/31 &amp; 11/1 for aftermath of Hurricane Sandy and All Saints Day. University will reopen on 11/2. Stay safe. #sandy,not_excl
904,904,263500067279872000,CRUISE NEWS: Disney Cruise Ship Damaged by Hurricane Sandy - Disney Cruise Line http://t.co/BsInTx57,not_excl
905,905,264120720072790016,I can't believe Donald Trump dangled $5 million over the American Red Cross for Hurricane Sandy. It's morally reprehensible.,not_excl
906,906,262609319021924353,Frankenstorm NYC update: 10.28 1:35 pm: Union Square: It's not even windy and they are reenacting Arab Spring in the Whole Foods,not_excl
907,907,263281137072340993,Cruise line islands damaged by Hurricane Sandy: Several cruise lines are reporting Sandy-related damage ... http://t.co/muoQKdPP #travel,not_excl
908,908,264431165329534977,"I posted 3 photos on Facebook in the album ""Primary School &amp; Hurricane Sandy Shelter in St. Mary, Jamaica"" http://t.co/up0THZ7m",not_excl
909,909,263429443706568705,RT @Jabobo24: David Stern: first I would like to take a moment to think of the victims of hurricane Katrina.,not_excl
910,910,263917459134894080,@ABC  It's time for the candidates to stop spending millions on the campaign and give that money to help the victims of hurricane sandy,not_excl
911,911,265598579316510720,If you donate to help with relief efforts for Hurricane Sandy please make sure your donations are going to a good... http://t.co/SfFbH8OC,not_excl
912,912,263739210660450304,T-Mobile and AT&amp;T Open Networks to restore service to Hurricane Sandy victims http://t.co/U1nj0HDV #TeamBlackBerry,not_excl
913,913,263965966902382592,I favorited a @YouTube video http://t.co/j3Q3ALlq President Obama Tours Areas Damaged by Hurricane Sandy,not_excl
914,914,263278970034868224,RT @trisha22522: Idea for Obama: Take Donald Trumps $5 million and donate it to hurricane Sandy victims http://t.co/mjt1ccnl via @Before ...,not_excl
915,915,264005848228061184,"RT @ariannahuff: ""Help! Hurricane Sandy Forces 20-Somethings To Live With, Talk To Parents"" http://t.co/ocAt4F6K",not_excl
916,916,264327135030833154,Donald Trump should donate $5 million to the relief efforts to Hurricane Sandy instead of trying to seek attention from everyone,not_excl
917,917,263323680262721536,"RT @johannhari101: On behalf of all gays, I would like to apologise for causing the hurricane last night by demanding the right to marry",not_excl
918,918,265024075829751808,"Beware #spam emails seeking donations for victims of Hurricane #Sandy :
http://t.co/O5PUMj1o
#EHN #security @AnonOpsSweden @Anon_Central",not_excl
919,919,264467207281586176,RT @rocketgirl116: Photos and videos of @RedCross #Hurricane #Sandy relief efforts: http://t.co/ymUCARvW Please RT,not_excl
920,920,265299578289537024,World News: Housing crisis for victims of Hurricane Sandy - Phuket Gazette http://t.co/jhzI3X5y,not_excl
921,921,265519117950398464,RT @mariapendo: NJ/NY/CT: Please text WHERE to 877877 to find out if your polling place has changed due to Hurricane Sandy. #Vote,not_excl
922,922,262663523417587713,Hurricane Sandy Hatteras Island - 10.28.12 - 11am - Mirlo Beach http://t.co/AxqQ00rA #sandy,not_excl
923,923,264469547120201728,@yebbid A big smile from the rescued is a great reward. As I've learned via Hurricane Hugo while volunteering for the RED CROSS.,not_excl
924,924,264182885437804545,"For more tips on remaining safe after Hurricane Sandy, visit http://t.co/T30uPdTI",not_excl
925,925,264219095178829824,The NHL wants us to donate to help out victims of Hurricane Sandy?... Fuck that. Get the season started! Then we'll consider it.,not_excl
926,926,264520753486123008,Watching the Hurricane Sandy relief benefit #SandyHelp #prayers,not_excl
927,927,264808394823704576,"I posted 7 photos on Facebook in the album ""Hurricane Sandy Relief Efforts"" http://t.co/ZSFsNHwS",not_excl
928,928,262638783311278080,"RT @cathaypacific: Flights (CX 830,831,888) to/from HK and New York affected by Hurricane Sandy on 29/10. More details at http://t.co/5u ...",not_excl
929,929,263685307176738816,Atta boys. “@USBSF: Here are @BOBSLEDR and @DRobUSA with the FDNY while in NYC for Hurricane Sandy relief. http://t.co/1EmTqbPK”,not_excl
930,930,262383732080664576,Here is the Red Cross Hurricane Safety Checklist.  http://t.co/CODxhbU5,not_excl
931,931,265664275543101441,"""I STILL LOVE NY"" HURRICANE SANDY RELIEF T-SHIRT SEBASTIAN ERRAZURIZ via @pinterest http://t.co/5EsBkMLo",not_excl
932,932,263718236347052032,#NAHN would like to send our prayers and best wishes to those affected by Hurricane Sandy. We all can help by... http://t.co/y2h3eHwv,not_excl
933,933,264518176979705856,Listening to the Hurricane Sandy relief concert #staystrongjersey,not_excl
934,934,264031748701163521,RT @ginola2010: Donald trump u dont think that this is the right time for u to donate that 5mil to help the victims of this brutal hurricane,not_excl
935,935,264232474471702528,"callmekitto: gawkercom:

President Obama comforts a woman in New Jersey whose marina was damaged by Hurricane… http://t.co/gxoSHcRO",not_excl
936,936,262664466448138241,RT @GottaLaff: 2011 VIDEO- Mitt Romney: Federal disaster relief “immoral.” Tell that to Hurricane #Sandy victims. http://t.co/1SSLZe72,not_excl
937,937,263351103201099776,"Make a difference today, help those affected by Hurricane Sandy. http://t.co/38mUdrrE",not_excl
938,938,262999757557989376,"RT @illmanmedia: New video from @Radio_Galaxy - ""Edward""  Directed by @damienrandle for @illmanmedia #video #frankenstorm http://t.co/wX ...",not_excl
939,939,264233530207387648,"RT @FTWes: Obama's Big Labor buddies just gave an enormous ""screw you"" to New Jersey's Hurricane #Sandy victims: http://t.co/0kmhKBEb #tcot",not_excl
940,940,265102623068278784,Hurricane Sandy Relief Effort http://t.co/ycp8TQPO,not_excl
941,941,264339536602099712,my heart goes out to all the volunteers of all the agencies trying to help the victims of hurricane Sandy. It is a daunting task. God bless.,not_excl
942,942,264769511100653568,SPY BEFORE YOU BUY: Vehicles From Various Manufacturers Damaged By Hurricane Sandy At NJ Port:  http://t.co/SHmzTgLd,not_excl
943,943,265512116679766016,"""I STILL LOVE NY"" Hurricane Sandy relief T-Shirt complete with high water line! http://t.co/XA9EPtY7",not_excl
944,944,262823535255367680,RT @itsmeshellie: Kashokot ang Hurricane Sandy sa U.S. 🙏🙏🙏 New York talaga?,not_excl
945,945,264502216004599809,RT @netw3rk: As thanks for his hurricane Sandy relief contribution the Knicks allow Wade to be guarded by Kidd.,not_excl
946,946,262720681492508672,Hurricane Bound&gt; #87 #5 #7 #1 Leeegggooo!!,not_excl
947,947,265650917163032576,@JewleeB hurricane sandy. It's a donation to uplift the New Yorkers even if they gotta sacrifice a loss. Simple.,not_excl
948,948,265005181677207552,#Obama2012slogans Keep me in office and I will help Hurricane Sandy victims. Gov't help should be there by February or March...um...2016.,not_excl
949,949,263074893938192384,"#voip.ms New York Hurricane Report: Mon, 29 Oct 2012 20:25:19 (OPEN)
The LGA11 facility reports that commercial ... http://t.co/Gh7CS7Hj",not_excl
950,950,263351738839474176,Obama Heads To Red Cross In Aftermath Of Hurricane Sandy http://t.co/5dQnJAqw,not_excl
951,951,264842355637641216,RT @NYGovCuomo: For info on extended tax filing deadlines: http://t.co/c9zPpeYr or call the Hurricane Sandy Helpline at (888) 769-7243,not_excl
952,952,264520248609370112,Shame on new York's Plaza Hotel for trying to charge hurricane Sandy victims $15 to charge their cell phones!,not_excl
953,953,264867528608735232,RT @MrDavidJohns: #NY Poll Sites may change due to Hurricane Sandy. Visit http://t.co/V83sbEZm #VoteReady,not_excl
954,954,264417842705887232,Please join us Sunday night for our prayer service for victims of Hurricane Sandy with candlelight procession http://t.co/odszt1Yt,not_excl
955,955,263838409104175104,Being #Barack #Obama: &amp;quot;President Obama Tours Areas Damaged by Hurricane Sandy&amp;quot; - http://t.co/CMgzs4NE,not_excl
956,956,263467847374745600,RT @ithacacollege: We've posted a few links to help those concerned with the status of their family members after the hurricane: http:// ...,not_excl
957,957,262197573421502464,"Yeah! ""@Loriellen_B: It's a gorgeous / beautiful day out today! Sunny, no wind, 60 degrees. Ahhhh ... the calm before hurricane Sandy ☁☔⚡🌀""",not_excl
958,958,263290571689455616,ROWW volunteers have deployed to Pittsburgh in efforts to help those affected by Hurricane Sandy this morning. We... http://t.co/raQwwPG6,not_excl
959,959,264530356378664960,"I just donated to help hurricane sandy victims, by texting redcross to 90999, you can help to...",not_excl
960,960,265444340262895616,"#Salute RT @NewYorkPost Marines begin Hurricane Sandy relief work in Queens and Staten Island
  http://t.co/p84y3tCf",not_excl
961,961,264506708443934720,giants donating 1 million to hurricane sandy woop wooppp,not_excl
962,962,263892829984681986,"Bank of America, Wells Fargo contribute to Hurricane Sandy relief (Biz Journal): Share With Friends:  |  | Top N... http://t.co/f3uQ2YkH",not_excl
963,963,266307652827627520,"Ross, Dolphins donate $500,000 to hurricane relief: The Miami Dolphins have joined the list of teams making sign... http://t.co/YcdgkMyd",not_excl
964,964,262056708396949504,2005 100% of the revenues generated by Mardi Gras themed DVD Girls Gone Wild were donated to the victims of Hurricane Katrina @torwhore_44,not_excl
965,965,265126667016609793,Hurricane Help from Gluten-Free Companies: Gluten-free companies are stepping up big time to help those affected... http://t.co/oajzEKWl,not_excl
966,966,263744175692980225,"Hope others do the same! RT @Yankees The #Yankees will donate $500,000 to help the tri-state area recover from Hurricane Sandy",not_excl
967,967,264059833601359872,"""@pgammo: NEW YORK YANKEES TO DONATE $500,000 TO HURRICANE SANDY RELIEF EFFORTS"" more efficient and productive than A-Rod's contract",not_excl
968,968,264946203538620417,"SimonDotWeb Verizon pledges $1.2 million to aid Hurricane Sandy victims | TalkAndro… http://t.co/LkjlOIw1, see more http://t.co/9QtdPNzj",not_excl
969,969,264446182091272192,"Solstice Donates to @redcross for Hurricane Relief, Shares Employee Messages to Victims http://t.co/UJZt0M6s",not_excl
970,970,266129056381157376,Ralph Lauren donates $2 million for Hurricane Sandy relief - http://t.co/JHhOknoC | @scoopit http://t.co/qWyfEXJ2,not_excl
971,971,263501181630967809,oh yeah I made a donation to the Hurricane Sandy relief efforts if yall had cared or w/e,not_excl
972,972,264222592733413376,"Jimmie Johnson donating $ 48,000 to Red Cross, victims of Hurricane Sandy #NASCAR http://t.co/mKE4pU7Q",not_excl
973,973,265395395109199873,News Corp is donating 1m dollars to help the victims of Hurricane Sandy. Isn't it strange how the TV doesn't mention that?,not_excl
974,974,264222044726640640,Check it out! I donated to Southern Regional Hurricane Sandy Relief   http://t.co/zyqF8yaZ,not_excl
975,975,264860988292083713,"NBC is saying they raised nearly $23 million with last night's fundraiser for Hurricane Sandy/the Red Cross. Yay lovely, charitable people!",not_excl
976,976,266308779497385984,RT @TooFab: .@LadyGaga donates $1 Mill for Hurricane #Sandy relief! Full story here: http://t.co/hSXXjmIL,not_excl
977,977,264522733243731968,Dawayne WaDe is donating him salary $210.000 from tonight's Knicks GaMe. For the #Hurricane #Sandy relief.,not_excl
978,978,265229815873937410,"RT @PrinceofRazors: ""The race’s organizers announced that ING is donating $500,000 to aid victims of the hurricane..."" [Awwww....]",not_excl
979,979,264437889906130944,"JetBlue is matching any donation up to $50,000 made through their site to red cross for the rebuilding efforts after hurricane sandy! :)",not_excl
980,980,264024685283536896,Lowe's To Donate $1 Million to Help Communities Affected By Hurricane Sandy http://t.co/I0vC623O #nascar @jimmiejohnson @teamhendrick,not_excl
981,981,264769824318693376,"Over $500 raised since last night! Shop a cause to help #hurricane #sandy victims. LOVE my job, allows me to give back: http://t.co/GbJfQnEp",not_excl
982,982,263747137148436480,AT&amp;T and T-Mobile open up networks for victims of Hurricane Sandy: It isn’t often we get the chance to w... http://t.co/pr0aJroq #GOOGLE,not_excl
983,983,265536412256989184,@megyn kelly Deploy the full might of the US Military to help the hurricane victims.,not_excl
984,984,264005877080662017,Help Toyota support the American Red Cross: Toyota Donates $1 Million to Support Hurricane Sandy Relief Efforts: http://t.co/dgEBnCPu,not_excl
985,985,264182762385313792,I love that the CMAs are raising money for hurricane sandy. They mentioned New York and jersey and I almost cried.,not_excl
986,986,264550045989339136,RT @NicquaSBaby: Amazing @Nyknicks Donating 1/2 a million for hurricane Sandy!,not_excl
987,987,264494329555476480,#causemarketing Verizon Foundation Pledges $1.2 Million to Provide Relief to Hurricane Sandy Victims http://t.co/YQ4eevdB,not_excl
988,988,266299072984526848,Lady Gaga Donates $1 Million To Hurricane Sandy Relief http://t.co/eT77Qech,not_excl
989,989,264266490377805824,"Sacramento, Stockton paramedics help in Hurricane Sandy relief effort http://t.co/rl4p2qax #sacramento",not_excl
990,990,264779427999780864,RT @Verizon_John: #Verizon Pledges $1.2 Million for Hurricane #Sandy Relief.  Text to donate options listed here: http://t.co/z9Ioe6KK,not_excl
991,991,264192249125019648,Secular organizations band together to give aid to Hurricane Sandy victims: http://t.co/EfvniBLf,not_excl
992,992,264513192242339841,"RT @JustyD_BBP: Dwayne Wade is donating his check from tonight's game in New York to help the victims of hurricane Sandy. He makes $156, ...",not_excl
993,993,264726246221570049,"RT @cbvictoria: On November 5th, 2012, CBV will donate 10% of our total sales 
to the American Red Cross for Hurricane Sandy... http://t ...",not_excl
994,994,265580378213974016,@carlivatiron: #GH is joining the efforts to help the victims of Hurricane Sandy in ABC's #DayofGiving today. See how u can help too: ht ...,not_excl
995,995,264055168046342144,"Not enough RT@pgammo NEW YORK YANKEES TO DONATE $500,000 TO HURRICANE SANDY RELIEF EFFORTS IN TRI-STATE AREA",not_excl
996,996,264384324445552641,Thank you for sharing! RT @chic_travel: Charles Hotel donates $5 of all Thanksgiving rooms to Hurricane Sandy relief  http://t.co/ZW4Tc0UL,not_excl
997,997,265663018208202752,"NBA, NBPA Donate $1,000,000 to Hurricane Relief Efforts: 

The National Basketball Association and National Ba... http://t.co/Um17T9dk",not_excl
998,998,264088064283013120,"New PHT -  Blues, Preds alumni to play charity game for Hurricane Sandy relief http://t.co/fVSNbjXP",not_excl
999,999,263653028127715330,I just donated $10 to the Red Cross to help victims of Sandy. You can too. Text: Redcross to 90999 #Hurricane #sandy,not_excl
1000,1000,264627737799581696,Jimmy Kimmel to Auction Off Brooklyn-Themed Desk for Hurricane Sandy Relief http://t.co/Bf9K6U4L,not_excl
1001,1001,264731406607978496,"RT @NYMag @BarneysNY: On Sunday, 10% of sales at our Madison Avenue flagship will be donated to @RedCross Hurricane #Sandy relief efforts.",not_excl
1002,1002,264510867389939713,RT @generalelectric: We're proud of the GE teams and machines that are powering Hurricane #Sandy relief efforts: http://t.co/Z8Al36mJ,not_excl
1003,1003,265454708225880064,NYC's public hospital system &amp; @THEREALSWIZZZ launch the Hurricane Sandy Relief Effort: http://t.co/GJ5jLWZW,not_excl
1004,1004,265219066036375552,RT @JustinsAvenger: My idols working with red cross to try and help those affected by hurricane sandy. Don't you dare say he's selfish a ...,not_excl
1005,1005,265325039782596608,"11-year-old leads effort to help Hurricane Sandy victims: UNION COUNTY, N.C. -- A group of Union Cou... http://t.co/pmoO6fJ4 #greensboro",not_excl
1006,1006,265340550931177472,Adam Levine Lends a Helping Poster for Hurricane Sandy Relief http://t.co/QgvEOR9M,not_excl
1007,1007,265503380380721152,RT @ulacafe: Today we're donating a portion of our sales to the @redcross for Hurricane #Sandy relief aid. Pastries for the people!,not_excl
1008,1008,263351628818681856,Mitt Romney To Sponsor Hurricane Sandy Relief Fundraiser In The Cayman Islands,not_excl
1009,1009,264173420953079808,RT @6abc: Region rallies to help Hurricane Sandy victims http://t.co/ov3JjELK,not_excl
1010,1010,264813486507442176,"RT @PerezHilton: Christina Aguilera, Aerosmith, Mary J. Blige &amp; More Perform For Hurricane Sandy Relief! Watch HERE!  http://t.co/yg ...",not_excl
1011,1011,265410353385590784,Romney Suspends Political Beliefs To Help Victims Of Hurricane Sandy Video: http://t.co/FUKd4y3y,not_excl
1012,1012,264057007370285056,"In an effort to help victims affected by Hurricane Sandy, Nissan will extend both financing and vehicle discounts... http://t.co/A0VecL38",not_excl
1013,1013,265604198777909248,RT @ABC: New Orleans 4th Graders Send Letters of Encouragement to Hurricane #Sandy Victims http://t.co/ITZzhqcA,not_excl
